Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,Learner 6,Learner 7,Learner 8,Learner 9,Learner 10,counter
0.0443045062557077,0.07350010535557,0.0687762579870353,0.1269954242754389,0.068666986068801,0.1278470888168818,0.0718870731979368,0.0722481420858004,0.081044653346083,0.1552247416415359,0
0.0536087838622852,0.0549818243863733,0.0499290485914452,0.1049929059108047,0.054477259289832,0.0994114879288841,0.0679228266357752,0.0888572222626783,0.0763013062437799,0.1394083767831366,0
-0.0010713996362166,0.0043991310552838,0.0014175908760581,0.0516424978371706,0.0048940650680663,0.0256959327229838,0.0052903216347497,0.0078265901269488,0.0098684206345971,0.0161544133992561,2
0.0106540327396575,0.0108795641253076,0.0064818942486897,0.0150010095988126,0.0158745202105955,0.0168442784132733,0.0087287338162328,0.0124864012261593,0.0092259824762384,0.0128917972161315,0
-0.002529922176441,0.0061829212769687,0.0034882724586557,0.0385347968108484,0.0033804673147446,0.0187434519864266,0.0029906541300915,0.0087090328107179,0.0224146230888233,0.0150735693986001,2
-0.0013858484900298,0.006938528276734,0.0147740380222719,0.0197644233058034,0.0090930011540277,0.0096400723468542,0.006209611076724,0.0097374404992041,0.0130759198961122,0.0114971406314362,2
0.0002705400142182,0.0114353314438741,0.0031791305745904,0.0256083782840611,-0.0006334211977507,0.0132025823892622,0.0059203991060882,-0.0031720723389458,0.0095993391075969,0.0074027893833018,3
0.0123352388603287,0.0083571510206349,0.0029156529397331,-0.0293507275581879,0.0076251991692433,-0.002851228129023,0.0051302023282248,0.0154309458026651,0.005993872118769,0.0164461761704856,2
-0.0002885260922019,0.0010414285284508,0.0006072407750149,0.0157337194193669,0.0024360057701221,0.0104429441105717,0.0028090994402126,-0.0012368466345866,0.0018301961350357,0.0052408744428886,6
0.0039801570444598,0.0027810699889677,0.0002747873083369,0.0005993159736388,0.0019576011347809,0.0143482512103961,-0.0007448039183214,-0.0015936185667807,0.0011420176919268,0.0038610436591238,6
-0.0016423755073254,0.0019047475499132,-0.001955211831174,0.0078694248792415,0.0017013319643943,0.0078733436743343,0.0011990114030855,0.0031518973979537,0.00089796533219,0.0048151903252913,8
0.0021305799184989,0.0044282194948064,0.0050578622867674,-0.0011125960718431,0.0048653658927957,0.0015670779765901,-0.003532776241643,0.0028560592753352,4.709238373775682e-05,0.0042071256433748,6
0.0006402289504881,-0.0047584023171814,0.0017602231904763,-0.0069365904901314,0.0045054118530295,0.0102715999223847,0.0016631508293992,0.0036924832364171,0.0029093078356681,0.0065791493552732,10
0.0085627355314712,0.0046476763305037,0.0057431726985697,-0.0080571300090203,0.0033375022625765,-0.0069166227437164,0.0082167617030132,0.0068357604104721,-0.0012814439144475,-0.0021378274530701,5
0.0039468710219762,0.0022683994696328,0.0025231771731881,0.0016860884693321,-0.0011035158190577,0.0050276122229991,-0.000228843189479,-0.0002231243648318,0.001958536223406,0.0017367299276036,6
0.0,0.0007747134975123,-0.0003403845579893,0.0002900765654584,-0.0008439508192979,0.0050778348723382,0.0006576191378558,0.001493590809776,0.0023662292111902,0.0053756994988484,8
0.0023664783026885,0.001555204580918,0.0035616879104093,-0.0062506896074719,0.0057008871843701,-0.0041864624914667,0.0018455609467712,0.0028310417908937,0.006445923519681,0.0007905907995044,4
0.0024407450735779,0.0028836039565488,0.0005131708179528,-0.0022079668317168,0.0022483387644795,0.005978313148331,0.0017302045092205,0.0006127132026842,0.0011149535951243,-0.0021171238933539,7
0.0012738237899273,0.0005261857029731,-0.0003319543378009,-0.0003778834552832,-0.0005366929584979,0.0094280689980239,0.0013417442042451,0.0006483633624827,0.0007688553381148,0.0002028284879917,8
-0.0013190184692595,0.0,0.0,0.0046945712060361,0.0,0.0043964688351625,0.0009966882786707,0.0011805463958812,0.0025653804071493,0.000272573199636,9
0.0025661163997072,0.0027557878480324,0.0012861993726468,0.0030556377228843,0.0017781208183734,-0.0030177395937429,0.0012228826900452,-0.0008275427445502,0.001532126191759,0.0011492177676034,7
-0.0001059160651858,0.0021207904945235,0.0037211280653982,-0.0034431415516113,-0.0013030152233595,0.0016950472955968,0.0004292710041934,0.0026629402401681,0.000358236046124,0.0051178990090025,8
-0.0003267280078179,-0.0001358329006742,-0.0015069544552631,0.0033426895701562,0.0002821408439017,0.0077832366046236,-0.0002380369771229,-0.001325329370952,-0.0015797326328679,0.0048672580678512,9
0.0001454235017092,0.0010805770358814,0.000821647521495,-0.0005238887072761,-0.0004896181245539,0.0021165268584211,0.0016561706581535,0.0001612613507749,0.0019555052617012,0.003882530015454,9
0.0,0.0012904869244385,0.0,0.0033454973990466,0.0,0.0025728913822551,-0.000662785640839,-5.487597398723398e-06,0.0007025432227277,0.0027106763231719,8
-0.0003168726917888,0.0003822658929156,-0.0001720513654593,0.0028726526311768,0.0001404855430816,0.0030774817120368,0.0008778123964584,0.000626450194228,0.0008583146325207,0.0012585107212625,8
0.0007974762330024,0.0005160261869777,0.0020477089860672,-0.0029990317734037,0.0013322871967778,-0.0030574568710401,-0.0013790399937164,-0.0012091500537748,0.0022213319554958,0.0107917708297969,6
0.0003261602066601,0.0020132618505697,0.0009454128533573,7.61349382819243e-05,0.0001488991490029,0.0048706918711248,0.0,-0.000179105657617,0.0005640919902655,-1.5751690895504655e-05,8
0.0003397291736685,0.0004514274578102,-0.0005397804252282,0.0016229071314065,0.0016943629599512,0.0013379571825088,0.0011042891504533,0.000372218270262,-0.0009175573100425,0.00326302466243,8
0.0004625625437672,0.0020152460755351,-0.0002367759948483,-0.0007123960022489,-0.0002316621206827,0.0033367872818383,-0.0026825081789192,0.0008114066168355,0.0025895446103902,0.0031595601041055,9
0.0,0.0,0.0,0.0029998793111208,0.0003286708371529,0.0042483545205054,0.0005992498987691,-0.0009902132573062,0.0010756805390001,-0.000545482154027,9
0.0006708248030185,-0.0004919890887766,0.0001137704946667,0.0038484276551103,0.0008175169036089,0.0035556569014936,0.0003737344021283,-0.0011653593006435,0.0003376851448535,-0.0004347897906356,8
0.0,0.0,-0.0002383628260885,-0.0001347551664303,0.0016008743980418,0.0049477521540863,0.0011502825444098,0.0013634662092564,-0.0005008142825691,-0.0006800620851349,10
-0.0001408405217305,0.0006409288630236,0.0009349506514345,-0.0001265632611091,5.358466569548304e-05,0.0048862019196819,0.0005042507370966,0.0002785785582696,1.1108482028110433e-05,-0.0001168336430764,9
-0.0001669021729697,5.110649625632569e-05,0.0006711952486338,0.0042167094855769,-0.0014123156667885,0.004394434203882,0.0017946345013521,-0.0002889368338484,-0.0016193217458936,-0.0007304154852294,7
-0.0001809745386063,0.0010915580410621,0.0003644378293663,0.0011995364149811,0.0017351877162347,0.0065288099691737,-0.0019905689076851,0.0006459299820767,-9.085704401667892e-06,-0.0026809559882834,8
0.0,0.0,0.0,0.0010573464778018,0.0,0.0026480985692775,0.0006018089971476,0.0,0.0025302704666379,-0.0004461015090547,9
0.0,0.0005104229396547,0.0015326844343106,0.0014827074082755,-5.236487574484805e-05,0.0029451031557619,-7.667367392647507e-05,-0.000634283347205,0.0007799514759874,-0.0003092118994275,8
-3.2169868268705493e-06,-1.6814585808633263e-05,2.5443278051096033e-08,0.0003177764814989,1.967155801441134e-06,0.0025458112728702,0.0001150272165661,0.0006171396523996,0.0008165641191719,0.0013076314158462,9
0.0003412549400481,0.0,0.0002337428213638,0.0,0.0010136711806617,0.0015711834251063,7.294158961250741e-05,0.0010239161474853,-2.1578476689931847e-06,0.001294062425154,10
-0.0004987785704954,0.0003485621070312,0.0002007210213418,-0.0055545195608115,0.0012319094655154,0.0027470941201534,-0.0009414972673791,0.0006579459252751,0.0035986057256132,0.0033167240003937,8
0.0,0.0,0.0,0.001720322332962,-0.0003775955007549,0.0033414808319604,0.0,0.0010633429859815,0.0004259019254702,-0.0011127732332923,9
0.0,0.0,-0.0006061606521373,0.0003338406712479,0.0,0.0034862271053674,0.00057108535809,0.0,0.0004827293798941,0.0007427731392668,9
0.0005370518120881,0.0028669548119134,0.0001986757509222,0.0018196358532493,-0.0004639753366265,0.0046771841527585,-0.0022873487370428,0.0005693737457602,0.0005894463358063,-0.0036527880832227,8
